Sexe;LS;L1-2;L1-3;L1-4;L1-5;L1-6;L1-7;L1-8;L1-9;L1-10;L2-3;L2-4;L2-5;L2-6;L2-7;L2-8;L2-9;L2-10;L3-4;L3-5;L3-6;L3-7;L3-8;L3-9;L3-10;L4-5;L4-6;L4-7;L4-8;L4-9;L4-10;L5-6;L5-7;L5-8;L5-9;L5-10;L6-7;L6-8;L6-9;L6-10;L7-8;L7-9;L7-10;L8-9;L8-10;L9-10
0;49.1118;3.4568;7.6209;10.5058;9.7932;11.217;9.524;4.2285;4.4075;14.2103;4.252;7.1701;6.4123;8.585;7.0126;3.8796;4.4477;10.9682;4.4842;2.1724;5.3428;4.2887;5.8775;6.4748;6.7517;3.9705;8.6512;8.2264;10.0498;10.6741;7.3704;4.6861;4.3516;7.7768;8.337;4.7156;1.7116;7.6136;7.9148;4.7111;5.9139;6.2365;5.9291;0.6284;11.4182;11.8612
1;48.2489;3.876;8.1643;11.4314;10.6037;11.7311;9.6721;4.7761;5.0118;14.8222;4.3513;7.631;6.7961;8.7407;6.9323;4.02;4.8027;11.1941;4.3125;2.4458;5.6029;4.6505;5.9941;6.8186;6.9424;3.5133;8.3546;8.3068;10.2272;11.0724;6.9618;4.8505;4.9162;8.0206;8.7793;4.6706;2.1409;7.4775;7.8637;4.6688;5.3371;5.7327;6.4178;0.865;11.3371;11.9115
1;46.6752;3.5511;7.7358;10.7651;10.0062;11.1391;9.5696;4.662;4.8241;14.3039;4.2759;7.3066;6.5398;8.5251;7.0126;3.9734;4.5049;11.0313;4.4273;2.2716;5.4329;4.3292;5.6339;6.2073;6.8333;3.8333;8.697000000000001;8.138;9.8933;10.4884;7.4549;4.864;4.402;7.5388;8.0673;4.7592;1.5696;6.9405;7.1799;4.7429;5.4257;5.7065;5.7536;0.6032;10.8838;11.2696
1;46.9492;3.7954;7.7328;10.7375;10.1502;11.0042;9.2658;4.6421;4.8905;14.1403;3.9949;7.0478;6.4407;8.1254;6.5299;4.2206;4.8692;10.630999999999998;4.1503;2.4492;5.3558;4.3523;6.084;6.747000000000001;6.7762;3.7826;8.263;7.9201;10.1319;10.8132;7.2622;4.4829;4.3391;7.9471;8.5476;4.4618;1.7527;7.0901;7.4055;4.4397;5.3693;5.7246;5.7956;0.6945;10.981;11.4258
1;48.3953;3.9103;7.8786;10.8256;10.2512;11.3948;9.5896;4.6649;4.8813;14.5818;4.0448;7.0482;6.3926;8.4118;6.7677;4.0339;4.7171;10.9104;4.3691;2.3756;5.4433;4.3886;5.8204;6.5221;6.9202;3.5897;8.5994;8.219;9.9989;10.7282;7.3846;5.0099;4.782;7.9229;8.578;4.8217;1.8273;7.2754;7.5943;4.8214;5.4598;5.8093;6.1759;0.7396;11.2768;11.7661
1;46.37300000000001;3.5229;7.8136;10.7786;10.1805;11.5568;9.7968;4.678;4.7939;14.5211;4.3382;7.4402;6.6978;8.7554;7.0699;3.8209;4.365;11.1694;4.6314;2.3669;5.5204;4.3027;5.6952;6.3305;6.8974;4.1080000000000005;8.9362;8.3454;10.068;10.7194;7.6645;4.8285;4.3724;7.7271;8.3262;4.7111;1.7631;7.4127;7.7475;4.6676;5.6874;6.0578;5.8404;0.6517;11.1883;11.6667
1;49.944;3.8034;8.279;11.4309;10.6933;11.9547;10.1549;4.7952;4.9235;15.1628;4.5394;7.7964;6.9598;8.9555;7.3068;4.0837;4.6242;11.5718;4.8464;2.421;5.5565;4.5371;6.157;6.757999999999999;7.1028;4.4527;9.1487;8.8317;10.7219;11.3424;7.9208;4.6969;4.5329;8.1635;8.7239;4.7986;1.8349;7.7869;8.1084;4.7962;5.9572;6.2943;6.2175;0.6221;11.7976;12.245
1;48.9603;3.9087;8.2115;11.474;10.5208;11.7002;9.8345;4.7214;4.9649;14.9413;4.3851;7.6968;6.6457;8.642000000000001;6.877999999999999;3.828;4.4851;11.2355;4.7753;2.3474;5.3061;4.0954;5.7506;6.363;6.8812;3.5855;8.7268;8.2681;10.2974;10.9566;7.2462;5.1528;4.7551;7.9713;8.5422;4.9336;1.8692;7.4201;7.6305;4.9221;5.5819;5.8351;6.2053;0.6932;11.4396;11.8302
1;50.3203;4.1935;8.4459;11.5788;10.9537;12.191;10.5586;4.9348;5.061;15.6757;4.2809;7.6849;6.7766;8.75;7.2143;4.0251;4.6014;11.6313;4.9434;2.5112;5.6411;4.5748;6.2145;6.8324;7.4233;4.2521;9.36;8.8957;10.8461;11.4843;8.222999999999999;5.1085;4.7787;8.4495;9.0344;5.1652;1.6403;7.8775;8.2073;5.1216;6.2614;6.6168;6.2998;0.6393;12.2001;12.6617
1;51.4179;4.1123;8.5;11.8948;10.98;12.0645;9.9697;5.0175;5.2328;15.4562;4.4281;8.0162;6.8909;8.7147;6.7786;4.1271;4.873;11.5165;5.0689;2.4853;5.4556;4.2646;6.2508;7.0356;7.162000000000001;4.1904;9.1913;8.8433;11.0789;11.8931;7.8921;5.0024;4.8285;8.4688;9.208;4.9683;2.1167;7.7159;8.1272;4.9212;5.6236;6.0786;6.5520000000000005;0.8206;11.9314;12.5022
1;44.2977;3.3016;7.102;9.9036;9.253;10.0073;8.2983;4.2885;4.4993;12.7692;3.8235;6.8173;5.9519;7.2513;5.6968;3.5999;4.1497;9.5713;4.2593;2.2322;4.4228;3.5737;5.4338;5.9967;5.8011;3.0386;7.599;7.4614;9.489;10.0768;6.4060000000000015;4.5607;4.5711;7.5761;8.117;4.154;1.7556;6.4855;6.7807;4.0923;4.7408;5.0605;5.4973;0.5959;10.0253;10.4339
1;46.495;3.8115;7.511;10.9858;9.9933;10.5788;8.4136;4.2141;4.3868;13.5614;3.7831;7.2828;6.2055;7.6708;5.6077;3.6344;4.3088;9.9966;4.6497;2.5363;4.8786;3.4779;5.4298;6.1131;6.2625;3.1047;8.1136;7.6447;9.9418;10.6518;6.5882;5.0113;4.6853;7.8647;8.5173;4.3915;2.1654;6.7947;7.1204;4.3796;4.7131;5.1146;5.872999999999998;0.7244;10.4449;10.9296
0;40.4492;2.4784;5.8312;8.1654;7.4862;7.8472;6.3982;3.0066;3.217;10.3993;3.4606;5.7046;5.086;6.1560000000000015;4.8059;2.9164;3.4237;8.2127;3.2322;1.6599;3.7465;3.002;4.5511;5.0396;4.8377;2.4794;6.2176;5.982;7.6282;8.1468;5.3210000000000015;3.7388;3.6359;6.09;6.5470000000000015;3.5184;1.4535;5.2276;5.4241;3.5026;3.7994;4.0338;4.6138;0.542;8.2697;8.5821
1;37.6204;2.9738;6.5433;8.9842;8.3477;8.7923;7.1794;3.6125;3.7829;11.4362;3.6148;6.1058;5.3876;6.4719;4.9715;3.1561;3.6659;8.6348;3.55;1.8452;3.9542;3.1406;4.9755;5.4924;5.0991;2.5459;6.678;6.4417;8.3465;8.888;5.6175;4.1328;4.0389;6.7431;7.2396;3.7511;1.621;5.6888;5.9459;3.7501;4.101;4.3968;4.981;0.5527;8.94;9.3074
0;41.5634;2.5889;6.0839;9.0689;8.0253;8.5181;7.0774;3.324;3.4987;11.1618;3.5557;6.5593;5.4563;6.5888;5.1909;3.0899;3.4966;8.7556;4.0728;1.9906;4.0687;3.1158;4.8171;5.2143;5.2617;2.8507;7.1252;6.7543;8.7319;9.1526;5.7853;4.2782;3.9674;6.7362;7.1147;3.8177;1.4409;5.7155;5.8811;3.8592;4.3445;4.5486;4.8082;0.4354;8.9948;9.2614
0;44.4304;3.0103;6.6402;9.7115;8.779;9.3262;7.7943;3.7032;3.9015;12.1838;3.6799;6.8212;5.7810000000000015;7.0462;5.5499;3.1832;3.7443;9.3651;4.2692;2.1905;4.5015;3.4376;4.9707;5.5313;5.7675;2.9943;7.7235;7.2375;9.068;9.6585;6.3899;4.7293;4.3345;7.0774;7.6111;4.2049;1.5339;6.0231;6.2491;4.1712;4.5634;4.8453;5.1479;0.6058;9.5194;9.8921
1;43.5737;3.3201;7.308;10.3438;9.5151;10.0795;8.4658;4.1439;4.3203;13.0086;4.0182;7.1564;6.2047;7.4409;5.893;3.4804;4.0246;9.8554;4.1954;2.2302;4.6894;3.6852;5.5181;6.0795;5.9516;3.0429;7.7592;7.3856;9.5711;10.1545;6.4326;4.7163;4.4529;7.6005;8.1329;4.2253;1.6141;6.4728;6.7392;4.242;4.9157;5.2267;5.3656;0.5958;10.0972;10.4893
0;35.6524;2.2851;5.3668;7.9939;7.0539999999999985;7.3409;6.1284;2.8934;3.0116;9.8316;3.1208;5.8105;4.7811;5.5431;4.3944;2.5272;2.9086;7.6845;3.6735;1.7215;3.2857;2.5985;4.0944;4.4951;4.625;2.702;6.1149;5.9518;7.5903;8.0113;5.2402;3.4133;3.3349;5.7493;6.1337;3.3341;1.2167;4.8667;5.0753;3.2987;3.6749;3.9082;4.2533;0.4264;7.8141;8.0997
0;42.9516;2.9576;6.8759;9.8244;8.7346;9.6066;7.8646;4.1306;4.3348;12.3927;3.961;6.9923;5.7903;7.2737;5.5658;3.3252;3.8733;9.5808;4.2461;1.9009;4.4258;3.241;4.9513;5.5219;5.6812;3.1683;7.6215;7.0961;9.0416;9.6412;6.2377;4.4699;3.99;6.7435;7.2849;4.1992;1.7437;5.9270000000000005;6.1613;4.1657;4.2853;4.5916;5.2791;0.6158;9.4308;9.8135
0;34.7597;2.3339;5.4472;7.8254;7.0397;7.5357;6.2293;2.9791;3.1393;9.8393;3.209;5.5311;4.762;5.8445;4.5853;2.6736;3.0931;7.721;3.3946;1.6101;3.4301;2.5889;4.0215;4.4313;4.5486;2.5952;5.9957;5.6676;7.2453;7.6847;5.0563;3.402;3.159;5.5411;5.9249;3.2561;1.3064;4.8993;5.063;3.2449;3.6409;3.8446;4.1612;0.4566;7.6785;7.9444
0;41.4835;2.8395;6.3379;8.8664;8.1403;8.6174;7.0366;3.1154;3.2238;11.3461;3.5978;6.0755;5.3479;6.6104;5.0255;3.0723;3.5207;8.7711;3.6412;1.8391;4.0855;2.9363;4.9783;5.4501;5.2366;2.6447;6.9266;6.2903;8.3692;8.8616;5.8263;4.2824;3.7721;6.7659;7.2248;3.899;1.601;5.9098;6.1598;3.8971;4.4472;4.7523;4.8506;0.4958;9.1896;9.5445
0;40.5935;2.6324;6.26;8.8074;8.0506;8.7115;7.2915;3.4235;3.5804;11.1874;3.6505;6.3179;5.4279;6.591;5.2095;2.8511;3.2443;8.6786;3.783;1.8032;4.0364;3.1108;4.7456;5.1244;5.1263;3.0197;6.9567;6.5432;8.3005;8.7082;5.876;3.937;3.6323;6.425;6.7785;3.6605;1.42;5.7348;5.8832;3.6219;4.3681;4.5499;4.5864;0.4222;8.7869;9.0322
0;34.8166;2.3104;5.4599;7.7851;7.1118;7.4746;6.0876;2.7084;2.8557;9.5084;3.1628;5.5957;4.8059;5.5648;4.2138;2.175;2.6993;7.2978;3.2733;1.6625;3.3532;2.4944;4.0716;4.5941;4.2418;2.5009;5.7945;5.4856;7.1405;7.6964;4.8343;3.2937;3.1216;5.654;6.1491;2.9334;1.3869999999999998;5.0586;5.3143;2.9057;3.7108;4.011;3.8968;0.5687;7.4833;7.8524
1;37.83;3.1753;6.7257;9.4283;8.6598;9.3;7.5968;3.7319;3.8465;11.8169;3.6177;6.3746;5.5032;6.7655;5.1213;3.1126;3.545;8.8093;4.0283;1.9947;3.9717;2.8502;4.8141;5.2489;5.2206;2.9235;6.9664;6.535;8.6024;9.0645;5.8083;4.044;3.7408;6.7496;7.167000000000002;3.7134;1.7034;6.0108;6.2253;3.6675;4.3801;4.6376;4.8472;0.471;9.1061;9.4181
0;34.3822;2.3349;5.377999999999999;8.1137;7.0714;7.1320000000000014;5.8884;2.7464;2.8873;9.453;3.1027;5.8249;4.7749;5.3713;4.2116;2.5672;2.9952;7.3236;3.5298;1.6989;3.1725;2.5543;4.1921;4.6248;4.3112;2.6101;5.7935;5.7533;7.6093;8.0619;4.8357;3.1845;3.2326;5.7768;6.1848;2.9811;1.2492;4.8039999999999985;5.0309;3.0023;3.5771;3.8312;4.0236;0.4649;7.5168;7.8184
1;45.5998;3.4099;7.4728;10.3962;9.642;10.6821;8.8754;4.3272;4.4781;13.2828;4.1443;7.0985;6.2748;8.1216;6.4159;3.7791;4.2834;10.1118;4.3889;2.189;5.0939999999999985;3.9598;5.5733;6.1112;6.035;3.4610000000000003;8.4064;7.9134;9.7339;10.2946;6.8772;4.9455;4.5816;7.5977;8.1087;4.2769;1.8106;6.8705;7.1196;4.243;5.0993;5.3853;5.4392;0.5662;10.2456;10.6301
0;38.4162;2.461;5.947;8.2306;7.536;7.8152;6.7115;3.159;3.3062;10.5125;3.5563;5.8149;5.118;5.9766;4.9655;2.8280000000000003;3.1763;8.2595;3.3153;1.6019;3.463;2.9713;4.5123;4.8362;4.7815;2.5655;6.0849;6.0092;7.6372;7.987999999999999;5.341;3.5206;3.5394;6.0169;6.3193;3.5142;1.1215;5.0812;5.2065;3.5254;3.9651;4.102;4.4595;0.3713;8.2561;8.4552
0;44.0359;3.2175;6.8689;9.881;9.2405;9.8623;8.0669;3.784;4.012;12.6899;3.705;6.7604;6.0310000000000015;7.3279;5.5853;3.2261;3.8233;9.6391;4.0834;2.4484;4.5655;3.3081;5.0705;5.6320000000000014;5.9796;2.5575;7.3067;6.8152;9.0135;9.6085;6.0471;4.7493;4.3792;7.4544;7.987;4.2082;1.7959;6.5218;6.7419;4.1738;4.7983;5.0776;5.3686;0.6261;9.9881;10.3564
0;38.3566;2.7611;6.0258;8.8099;7.9233;8.2674;6.648;3.1146;3.2438;10.7149;3.3794;6.0827;5.2398;6.268;4.7367;3.0132;3.4538;8.2323;3.7401;1.9035;3.7169;2.7624;4.6285;5.077;4.9029;2.8255;6.415;6.1612;8.2146;8.6846;5.3721;3.59;3.4837;6.4011;6.8243;3.3455;1.6199;5.5957;5.8286;3.3572;4.0275;4.2998;4.5794;0.4797;8.5165;8.8368
1;43.1964;3.3607;7.3212;10.2374;9.477;10.0161;8.488;4.1714;4.3786;13.0206;4.0539;6.9844;6.153;7.4433;6.0533;3.6689;4.1952;9.8948;4.4028;2.2049;4.3933;3.6134;5.4229;5.9287;5.8862;3.3027;7.8091;7.64;9.5739;10.1162;6.6997;4.5087;4.4864;7.5282;8.0058;4.2185;1.5518;6.4195;6.6384;4.1958;4.8786;5.1201;5.4362;0.5606;10.0921;10.4252
1;43.9986;3.3843;7.3503;10.1245;9.3947;9.9897;8.1543;4.0002;4.1398;12.9634;4.0749;6.803;6.0869;7.5218;5.7163;3.5408;4.0844;9.8875;4.062;2.0493;4.5861;3.3347;5.3881;5.9553;5.8933;3.2725;7.7125;7.0776;9.2224;9.8174;6.6371;4.4416;4.0021;7.2658;7.8009;4.2016;1.8444;6.3988;6.6673;4.1659;4.6763;5.0134;5.3885;0.6041;9.9677;10.3621
0;37.0009;2.2181;5.6018;8.2713;7.2737;7.8056;6.2535;2.9936;3.1148;10.1585;3.4308;6.1391;5.0697;6.0847;4.5494;2.5748;2.934;8.0715;3.8029;1.7257;3.5615;2.5002;4.214;4.5882;4.6866;2.7619;6.4733;6.024;7.8069;8.2059;5.2903;3.7178;3.3503;5.8962;6.2564;3.4119;1.5559;5.1913;5.362;3.4287;3.7285;3.946;4.438;0.4072;8.0699;8.3338
0;45.0972;2.9997;6.6626;9.3094;8.6757;9.4559;7.7572;3.5423;3.7956;12.1626;3.7187;6.3916;5.7026;7.1963;5.5623;3.2402;3.8716;9.3602;3.7404;2.0313;4.5858;3.4754;5.1843;5.7934;5.7183;2.7725;7.3043;6.799;8.7405;9.3841;6.0905;4.5319;4.1514;7.0985;7.672999999999999;4.0969;1.6988;6.3829;6.6349;4.1008;4.7418;5.0501;5.2181;0.6657;9.743;10.1545
1;45.2383;3.7111;7.7124;10.6123;9.9516;10.6284;8.7933;4.2408;4.4936;13.6912;4.0295;7.0339;6.247999999999998;7.6362;5.8808;3.5246;4.1833;10.1469;4.0023;2.265;4.8538;3.7145;5.7322;6.3432;6.2247;2.8167;7.6613;7.2285;9.5873;10.2325;6.4519;4.8446;4.5412;7.8678;8.4401;4.4537;1.8353;6.8934;7.1355;4.4048;5.1183;5.4178;5.6984;0.6816;10.6352;11.0288
0;38.5997;2.4086;5.664;8.187999999999999;7.5177;8.1063;6.6034;3.1897;3.3449;10.4805;3.3245;5.8558;5.1381;6.2788;4.8407;2.8999;3.3486;8.2397;3.6785;1.8874;3.7515;2.7878;4.3635;4.8455;4.9493;2.7463;6.4873;6.1249;7.853;8.3564;5.4752;3.7412;3.5181;6.158;6.6188;3.463;1.5044;5.4142;5.6637;3.4705;3.9591;4.2491;4.539;0.508;8.3653;8.7178
0;36.7897;2.3967;5.3608;7.9457;7.2523;7.4996;6.1979;2.8118;2.9315;9.7836;3.0542;5.5837;4.8972;5.7476;4.4977;2.5943;3.1327;7.6114;3.4343;1.9202;3.4424;2.5907;4.0258;4.6203;4.6012;2.3379;5.8646;5.5954;7.3331;7.9463;4.9207;3.527;3.3673;5.8721;6.4448;3.1772;1.3017;5.0257;5.363;3.1459;3.7656;4.1467;4.0893;0.6176;7.7355;8.1833
1;42.1389;3.3394;7.1063;9.9703;9.1266;9.4835;8.1051;3.9765;4.1205;12.2114;3.8049;6.7551;5.8018;6.8138;5.4804;3.2867;3.8649;9.0566;4.0054;2.0405;4.1635;3.29;5.2149;5.8242;5.3604;2.9609;7.1727;6.8463;9.0635;9.6953;6.0001;4.2119;3.9845;7.1249;7.7069;3.8044;1.3788;5.9919;6.3192;3.7797;4.6789999999999985;5.0537;4.7488;0.6403;9.3002;9.7419
1;38.4401;2.821;6.1881;8.9672;7.9752;8.3615;6.9739;3.207;3.36;10.8178;3.4309;6.2314;5.1892;6.2723;4.9021;2.9786;3.4525;8.2289;3.8637;1.8003;3.9185;2.9619;4.7898;5.2613;4.8971;2.9609;6.9262;6.4772;8.4571;8.9543;5.7291;3.9657;3.6083;6.4864;6.9346;3.5326;1.3952;5.5717;5.7934;3.4928;4.2743;4.5465;4.3819;0.5074;8.5477;8.8745
0;44.0942;3.1307;6.6168;9.3915;8.5788;9.4415;7.4864;3.6003;3.7292;12.4951;3.5617;6.3174;5.4906;7.1487;5.265;3.2144;3.7348;9.591;3.723;1.9741;4.6242;3.327;4.9453;5.4918;6.0832;2.6956;7.192;6.6285;8.5481;9.1132;6.09;4.5044;4.0322;6.7842;7.3048;4.4343;1.956;6.2006;6.4534;4.4186;4.3209;4.6327;5.7263;0.5742;9.883;10.274
0;43.9029;3.4464;7.065;10.0309;9.1253;9.5689;7.7808;3.6381;3.8028;12.4169;3.7095;6.6551;5.7057;6.9931;5.2351;3.3857;3.9716;9.2216;4.0567;2.1291;4.3215;3.0972;5.332999999999998;5.9082;5.564;2.6709;7.3007;6.7705;9.2032;9.8077;5.9454;4.6323;4.1957;7.4195;7.977;4.0961;1.7985;6.3727;6.6565;4.0819;4.6999;5.0533;5.2288;0.6195;9.8196;10.2344
1;37.5083;3.1482;6.945;9.6727;8.7665;9.3588;7.6696;3.7684;3.8277;11.8522;3.8681;6.6313;5.6399;6.8669;5.2013;3.1532;3.6004;8.8826;4.0864;1.8893;3.9376;2.7892;4.9952;5.5021;5.053;2.9762;7.0804;6.5784;8.8158;9.3411;5.7898;4.1079;3.7087;6.8411;7.3369;3.6813;1.6954;6.033;6.3356;3.6622;4.4514;4.8056;4.7569;0.5265;9.1109;9.5112
1;39.807;2.9728;6.5057;9.0886;8.3514;8.554;7.2265;3.5582;3.7463;11.3674;3.6116;6.1876;5.4073;6.2628;5.0376;3.207;3.7956;8.6131;3.7302;1.8965;3.6056;2.949;4.9125;5.5175;5.0579;2.6457;6.4994;6.3796;8.451;9.0843;5.6491;3.8554;3.8554;6.7446;7.3282;3.706;1.3365;5.5482;5.8878;3.6605;4.2371;4.6118;4.7513;0.6437;8.8842;9.3222
1;38.1284;2.925;6.4109;9.1758;8.3716;8.9806;7.4044;3.5363;3.7531;11.5028;3.5263;6.3749;5.4557;6.6259;5.1401;3.0061;3.6709;8.7143;3.9255;2.0082;4.0058;3.074;4.7873;5.466;5.2367;2.7907;6.8477;6.5920000000000005;8.5292;9.24;5.6621;4.059;3.9005;6.7208;7.3718;3.7029;1.5826;5.9288;6.2811;3.6864;4.3746;4.7725;4.8547;0.7229;9.045;9.5404
0;42.5423;2.9672;6.5029;9.1256;8.3307;9.0661;7.2812;3.3687;3.5638;11.7103;3.6179;6.2331;5.3864;6.8655;5.1594;3.1891;3.7671;8.9494;3.8063;1.9094;4.2353;3.1274;5.0487;5.6247;5.3706;2.6011;7.1074;6.6388;8.6173;9.2252;5.8271;4.5097;4.1312;6.9294;7.4911;4.0461;1.7849;6.167000000000002;6.4472;3.9975;4.4452;4.7807;5.1855;0.6188;9.4493;9.8708
1;35.7356;2.4118;5.7605;8.0006;7.4968;7.6416;6.4620000000000015;2.9041;3.0968;10.0833;3.4033;5.6508;5.1029;5.7403;4.6036;2.5628;3.0268;7.8313;3.2734;1.7841;3.2146;2.5162;4.3555;4.7742;4.4862;2.3016;5.731;5.5009;7.4008;7.8596;4.995;3.4386;3.3452;6.1007;6.4992;3.2148;1.1799;5.1496;5.331;3.2095;4.0066;4.2213;4.1089;0.4866;8.0118;8.2826
0;36.6047;2.4558;5.5444;7.8352;7.1079;7.4665;6.3642;2.7788;2.97;10.0397;3.1497;5.442;4.6752;5.551;4.4808;2.5103;2.9724;7.7404;3.2678;1.6033;3.1875;2.4665;4.1917;4.6005;4.6246;2.3385;5.6382;5.3755;7.2507;7.6989;4.9195;3.3009;3.0962;5.7571;6.1462;3.3914;1.1027;5.0712;5.2421;3.3709;4.0123;4.2172;4.1756;0.4773;8.0707;8.3354
1;40.0;2.9089;6.6362;9.1295;8.4665;8.922;7.3548;3.5841;3.7694;11.4816;3.7855;6.2649;5.6004;6.7073;5.2071;3.1045;3.6938;8.7967;3.3841;1.8323;4.0704;3.1601;4.9647;5.572;5.1273;2.5733;6.4996;6.1802;8.2313;8.8628;5.4721;3.9263;3.732;6.6261;7.1968;3.6205;1.5673;5.7595;6.0526;3.587;4.245;4.5919;4.7281;0.6502;8.852;9.2712
1;42.0188;2.8905;6.6602;9.2921;8.4412;9.4704;7.7173;3.853;3.9861;11.8535;3.9344;6.4431;5.6367;7.4101;5.7042;3.4504;3.9044;9.2305;4.0775;1.834;4.2609;3.0243;4.7721;5.2678;5.3046;3.1158;7.3478;6.7531;8.5974;9.1202;5.9751;4.2425;3.7219;6.533;7.0095;3.8578;1.7545;6.053;6.2882;3.8335;4.3882;4.6777;4.9031;0.5285;9.1204;9.4822
0;39.1058;2.7693;6.1313;8.9029;8.0686;8.5841;7.0797;3.3212;3.4958;10.9759;3.4075;6.2415;5.3115;6.4035;4.9468;2.8614;3.4546;8.3643;3.8713;1.9808;3.9082;2.9092;4.5904;5.2067;5.0178;2.7401;6.7391;6.3653;8.2841;8.9281;5.5546;4.0;3.7214;6.5003;7.0926;3.5571;1.5045;5.6847;6.0034;3.4932;4.2394;4.612;4.5216;0.6527;8.6185;9.0679
1;40.5358;2.9756;6.6039;9.3031;8.4904;9.2996;7.6949;3.7759;3.9498;11.7349;3.6762;6.4611;5.53;6.8964;5.3613;3.2131;3.6806;8.8894;4.0216;1.9262;4.0927;3.0653;4.9276;5.3913;5.2451;3.0363;7.0573;6.6866;8.7352;9.2276;5.7718;4.0259;3.7442;6.759;7.1992;3.687;1.6065;6.0902;6.3093;3.7345;4.5368;4.7951;4.8374;0.5049;9.2008;9.5297
0;40.3427;2.3689;5.5638;8.1275;7.2728;8.3019;6.4635;3.0073;3.1438;10.1711;3.247;5.8156;4.9558;6.5832;4.8401;2.9652;3.3588;7.9967;3.4502;1.711;4.312;3.1694;4.6425;5.0725;4.8443;2.8669;6.7029;6.2515;7.9711;8.4119;5.2983;3.8522;3.4851;6.1123;6.5194;3.3115;1.8428;5.8267;6.0495;3.2914;4.03;4.2886;4.4876;0.4433;8.3269;8.6512
0;44.6428;2.3059;5.6886;8.2666;7.5521;8.1813;6.3688;3.0917;3.2906;10.5154;3.4509;5.9829;5.299;6.6051;4.8992;3.1547;3.5663;8.4566;3.322;1.8645;4.3077;3.2923;4.8779;5.2954;5.1331;2.4448;6.6139;6.2679;8.1248;8.5558;5.4017;4.1696;3.9577;6.5514;6.9423;3.6313;1.8188;5.684;5.862;3.5856;3.9154;4.1344;4.8789;0.4447;8.658999999999999;8.9395
0;47.762;2.9443;6.3903;9.4961;8.6773;9.1916;7.2279;3.6151;3.8295;12.1199;3.5257;6.599;5.7968;7.157;5.2803;3.6958;4.2374;9.4797;3.982;2.287;4.7893;3.5317;5.414;5.9885;6.0733;2.999;7.5719;7.067;9.3233;9.909;6.396;4.574;4.2679;7.4217;7.9638;4.1786;1.9638;6.2562;6.551;4.1766;4.4078;4.7703;5.5501;0.5919;9.883;10.2935
0;46.4976;2.8565;6.477;9.4698;8.4989;8.7769;7.2268;3.5869;3.9111;11.717;3.7172;6.6334;5.7127;6.8531;5.3388;3.4353;4.1154;9.1967;3.7769;2.0247;4.4306;3.4179;5.1205;5.7712;5.6181;2.6917;7.1588;6.7331;8.8385;9.5121;5.9424;4.4676;4.1306;6.9478;7.5475;4.0534;1.5549;5.6488;5.8791;4.0433;4.2022;4.5203;5.0813;0.7165;9.1931;9.5804
1;43.6575;2.8584;6.6076;9.3305;8.6352;9.5013;7.7566;3.9102;4.1389;12.1379;3.8151;6.5541;5.8149;7.4049;5.7418;3.4251;3.921;9.4961;3.9308;2.0392;4.7255;3.6242;5.0072;5.4869;5.7634;3.0673;7.6719;7.174;8.7861;9.2946;6.3743;4.6048;4.2486;6.8602;7.3014;4.1083;1.7464;6.0462;6.1932;4.1092;4.3498;4.5446;5.2725;0.5317;9.4062;9.696
1;43.4783;2.924;6.2366;8.8029;8.0347;8.3679;7.0393;3.2497;3.4046;11.3977;3.3845;5.9169;5.1684;6.3335;5.0119;3.1483;3.5767;8.7711;3.3653;1.7983;4.1849;3.2424;4.9341;5.35;5.5179;2.5584;6.6885;6.1949;8.1971;8.6307;5.8265;4.1304;3.7279;6.5512;6.9393;4.0465;1.3426;5.5195;5.6868;4.0229;4.291;4.5069;4.8839;0.4504;9.0794;9.3442
0;43.8298;2.5296;6.0024;8.6414;7.865;8.5247;7.0631;3.2152;3.4058;10.844;3.5703;6.1674;5.3952;6.7188;5.2951;3.1097;3.5877;8.5563;3.8416;1.8764;4.0811;3.0697;4.7567;5.2427;5.043;3.0285;7.0197;6.5375;8.3703;8.8843;5.8311;3.9912;3.6275;6.5135;6.973;3.5441;1.4624;5.813;6.0377;3.5267;4.424;4.6947;4.4592;0.523;8.7244;9.064
0;49.4601;3.0686;6.8383;9.9271;8.8015;9.4832;7.6332;3.576;3.8342;12.3194;3.8641;6.9028;5.7916;7.2757;5.5793;3.5462;4.2231;9.52;4.0911;1.9745;4.5394;3.5951;5.5095;6.1954;5.7297;3.0106;7.4742;7.2879999999999985;9.4603;10.1724;6.0624;4.4793;4.3533;7.3529;8.0076;4.1364;1.8652;6.4973;6.8457;4.1413;4.6564;5.049;5.551;0.7275;10.0013;10.4981
0;46.4811;2.518;6.2010000000000005;8.7789;7.9831;8.4095;6.8625;3.1302;3.3887;10.8883;3.73;6.2923;5.5310000000000015;6.6806;5.2328;3.1978;3.7151;8.6539;3.314;1.8048;4.4955;3.7114;5.3378;5.8361;5.1945;2.8133;6.9566;6.6857;8.5574;9.0756;5.7706;4.1442;4.0144;6.8095;7.2638;3.6234;1.5532;5.8318;6.0246;3.6144;4.3101;4.5406;4.7564;0.5426;8.8943;9.2062
